City;Gender;Senior Citizen;Partner;Dependents;Tenure Months;Phone Service;Multiple Lines;Internet Service;Online Security;Online Backup;Device Protection;Tech Support;Streaming TV;Streaming Movies;Contract;Paperless Billing;Payment Method;Monthly Charges;Total Charges;Churn Label;Churn Value;Churn Score;CLTV;Churn Reason
Planada;Male;No;No;No;32;Yes;No;Fiber optic;Yes;Yes;Yes;No;No;Yes;Month-to-month;Yes;Credit card (automatic);93,4;2979,3;No;0;66;3224;
Ripon;Male;No;No;No;13;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);73,75;956,65;No;0;78;2070;
Salida;Female;No;No;No;44;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;No;Month-to-month;Yes;Credit card (automatic);88,15;3973,2;No;0;59;4112;
Snelling;Male;Yes;No;No;9;Yes;No;DSL;No;No;No;Yes;No;No;Month-to-month;No;Mailed check;49,2;447,9;No;0;22;2145;
Sonora;Female;No;Yes;No;67;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;19,65;1335,2;No;0;26;4994;
Tracy;Female;No;Yes;No;71;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Two year;Yes;Bank transfer (automatic);105,15;7555;No;0;32;5707;
Tuolumne;Male;No;No;No;1;Yes;No;DSL;No;No;No;Yes;No;No;Month-to-month;No;Credit card (automatic);49;49;No;0;45;5289;
Twain Harte;Male;No;Yes;No;17;No;No phone service;DSL;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Mailed check;49,8;836,35;No;0;24;5575;
Westley;Male;No;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Bank transfer (automatic);20,95;20,95;No;0;62;2285;
Yosemite National Park;Female;Yes;Yes;No;32;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;Month-to-month;No;Mailed check;79,3;2570;No;0;27;5242;
Santa Rosa;Male;No;Yes;Yes;41;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);19,5;798,2;No;0;72;2446;
Santa Rosa;Female;No;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);44,15;44,15;No;0;64;3103;
Santa Rosa;Male;No;Yes;Yes;62;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;105,5;6487,2;No;0;56;4271;
Albion;Female;No;No;Yes;17;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;No;No;Month-to-month;Yes;Credit card (automatic);92,7;1556,85;No;0;41;2347;
Annapolis;Female;No;Yes;Yes;72;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);26,25;1988,05;No;0;36;5098;
Boonville;Male;No;Yes;Yes;56;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;No;Month-to-month;Yes;Credit card (automatic);96,95;5432,2;No;0;66;6484;
Branscomb;Female;No;No;No;9;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Credit card (automatic);20,45;147,55;No;0;41;2392;
Caspar;Male;No;Yes;No;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);115,8;8424,9;No;0;80;6479;
Cazadero;Male;No;No;No;20;Yes;No;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);108,2;2203,7;No;0;67;2102;
Clearlake;Male;No;Yes;Yes;19;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;20,2;387,4;No;0;60;4821;
Cloverdale;Male;No;No;No;53;No;No phone service;DSL;No;No;Yes;Yes;Yes;Yes;One year;No;Credit card (automatic);54,9;3045,75;No;0;80;5677;
Comptche;Male;No;No;No;6;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Bank transfer (automatic);20,15;130,5;No;0;76;5761;
Covelo;Male;No;Yes;Yes;9;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;No;One year;Yes;Electronic check;90,35;767,9;No;0;27;2993;
Dos Rios;Female;No;Yes;Yes;8;Yes;Yes;DSL;No;Yes;No;No;No;No;Month-to-month;No;Electronic check;55,75;446,8;No;0;38;5681;
Duncans Mills;Female;No;Yes;Yes;71;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);114,6;8100,25;No;0;71;4071;
Forestville;Female;No;Yes;No;71;No;No phone service;DSL;Yes;Yes;Yes;Yes;Yes;Yes;One year;No;Bank transfer (automatic);66,8;4689,15;No;0;42;4698;
Fort Bragg;Male;No;Yes;No;68;Yes;No;Fiber optic;No;Yes;No;Yes;Yes;Yes;One year;Yes;Electronic check;100,3;6754,35;No;0;39;5757;
Fulton;Male;No;No;No;34;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;105,35;3540,65;No;0;74;5503;
Geyserville;Male;No;No;No;26;Yes;No;Fiber optic;No;Yes;Yes;Yes;No;No;One year;Yes;Electronic check;85,2;2184,6;No;0;52;5156;
Glenhaven;Male;No;No;No;7;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;18,95;130,55;No;0;26;4097;
Graton;Female;No;Yes;No;20;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);69,8;1540,35;No;0;33;5456;
Gualala;Female;No;Yes;No;60;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;106,15;6411,25;No;0;32;4115;
Guerneville;Male;No;Yes;Yes;72;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Electronic check;20,55;1432,55;No;0;41;5809;
Healdsburg;Female;Yes;Yes;No;72;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Credit card (automatic);105,75;7629,85;No;0;53;5832;
Hopland;Male;No;No;No;4;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;25,25;101,9;No;0;43;3962;
Jenner;Male;No;Yes;Yes;16;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check;19,75;313,4;No;0;68;3677;
Kelseyville;Female;Yes;Yes;No;62;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;One year;Yes;Electronic check;104,85;6312,9;No;0;68;5061;
Kenwood;Female;No;No;No;10;Yes;No;DSL;No;No;No;Yes;No;Yes;Month-to-month;Yes;Mailed check;60,95;629,55;No;0;28;4323;
Lakeport;Male;No;No;No;31;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;81,15;2640,55;No;0;25;3031;
Laytonville;Female;No;Yes;No;71;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);19,1;1372,45;No;0;72;4241;
Little River;Male;No;No;No;58;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;20,8;1212,25;No;0;80;4758;
Lower Lake;Male;No;Yes;Yes;70;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);90,15;6237,05;No;0;49;5824;
Lucerne;Female;No;Yes;No;71;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Electronic check;90,1;6310,9;No;0;80;5054;
Manchester;Male;Yes;No;No;69;Yes;Yes;DSL;Yes;No;Yes;Yes;No;Yes;Two year;No;Credit card (automatic);74,1;5031;No;0;34;4204;
Middletown;Female;No;Yes;Yes;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);118,75;8672,45;No;0;49;5475;
Monte Rio;Female;No;Yes;No;26;Yes;No;Fiber optic;No;No;No;Yes;No;Yes;Month-to-month;No;Credit card (automatic);85,9;2196,45;No;0;67;4038;
Navarro;Female;No;Yes;No;33;Yes;Yes;Fiber optic;No;No;Yes;Yes;No;Yes;Month-to-month;Yes;Credit card (automatic);95;3008,15;No;0;76;4639;
Nice;Female;No;Yes;Yes;10;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;20,15;220,8;No;0;74;2836;
Occidental;Female;Yes;No;No;57;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;No;Yes;Two year;No;Credit card (automatic);101,3;5779,6;No;0;48;4421;
Philo;Female;No;No;No;10;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Electronic check;21,2;222,65;No;0;34;2066;
Point Arena;Female;No;Yes;Yes;39;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Mailed check;24,2;914,6;No;0;67;3109;
Potter Valley;Female;No;No;No;11;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Bank transfer (automatic);20,3;246,3;No;0;72;4188;
Rio Nido;Female;No;Yes;Yes;68;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);85,3;5560;No;0;43;4732;
Sebastopol;Male;No;No;No;18;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;No;One year;Yes;Credit card (automatic);89,6;1633;No;0;36;2269;
Ukiah;Male;No;No;No;18;Yes;Yes;DSL;Yes;No;No;No;No;No;Month-to-month;No;Mailed check;56,25;969,85;No;0;47;2277;
Upper Lake;Female;No;Yes;Yes;52;Yes;No;DSL;No;No;Yes;No;No;No;One year;Yes;Bank transfer (automatic);50,95;2610,65;No;0;73;4298;
Westport;Male;No;Yes;Yes;56;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Mailed check;115,85;6567,9;No;0;75;4937;
Willits;Male;No;No;No;45;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);103,65;4747,85;No;0;21;2183;
Windsor;Female;No;No;No;67;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;26,1;1759,55;No;0;42;6466;
Witter Springs;Male;No;Yes;No;3;No;No phone service;DSL;Yes;No;No;Yes;No;No;Month-to-month;No;Mailed check;35,1;101,1;No;0;35;3610;
Yorkville;Male;Yes;No;No;65;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);99,1;6496,15;No;0;52;4574;
The Sea Ranch;Male;No;Yes;No;63;Yes;Yes;DSL;No;Yes;No;Yes;No;Yes;Two year;No;Mailed check;67,25;4234,15;No;0;36;6438;
Eureka;Female;No;Yes;Yes;11;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;25;300,7;No;0;65;5409;
Eureka;Male;No;No;Yes;1;Yes;No;DSL;No;No;No;Yes;No;Yes;Month-to-month;Yes;Mailed check;59,55;59,55;No;0;47;5824;
Alderpoint;Male;No;No;No;55;Yes;Yes;DSL;No;No;Yes;No;Yes;Yes;Two year;Yes;Bank transfer (automatic);77,8;4323,35;No;0;59;6483;
Blocksburg;Male;No;Yes;Yes;25;Yes;Yes;DSL;No;No;No;Yes;No;No;One year;Yes;Mailed check;55,1;1466,1;No;0;40;2499;
Arcata;Female;No;Yes;No;72;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);24,15;1776,45;No;0;68;5613;
Bayside;Female;No;No;Yes;65;No;No phone service;DSL;No;Yes;No;Yes;Yes;No;Two year;No;Mailed check;45,25;2933,95;No;0;37;5712;
Bridgeville;Male;No;Yes;Yes;7;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20,25;144,35;No;0;45;4954;
Burnt Ranch;Female;No;Yes;No;72;Yes;Yes;DSL;Yes;Yes;No;Yes;No;No;Two year;No;Bank transfer (automatic);64,75;4804,75;No;0;30;4675;
Carlotta;Male;No;Yes;No;21;Yes;No;DSL;No;No;No;No;Yes;No;Month-to-month;No;Bank transfer (automatic);54,6;1125,2;No;0;43;5763;
Crescent City;Female;No;No;No;2;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Bank transfer (automatic);20,7;39,85;No;0;46;2107;
Ferndale;Male;Yes;No;No;4;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;94,75;422,4;No;0;44;2757;
Fortuna;Male;No;Yes;No;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);115,8;8332,15;No;0;41;5130;
Garberville;Female;No;No;No;6;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check;49,45;314,6;No;0;60;3672;
Gasquet;Male;No;No;No;52;Yes;No;Fiber optic;No;No;Yes;No;No;Yes;Month-to-month;Yes;Credit card (automatic);83,8;4331,4;No;0;40;6339;
Honeydew;Male;Yes;Yes;No;69;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;Yes;Month-to-month;Yes;Bank transfer (automatic);95,35;6382;No;0;21;6132;
Hydesville;Female;Yes;No;No;8;Yes;No;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Bank transfer (automatic);74,05;600,15;No;0;79;4899;
Klamath;Female;Yes;No;No;63;Yes;Yes;Fiber optic;No;No;Yes;No;No;Yes;Month-to-month;Yes;Bank transfer (automatic);89,6;5538,8;No;0;38;4438;
Kneeland;Male;No;No;No;60;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;One year;Yes;Credit card (automatic);116,6;7049,5;No;0;74;5680;
Korbel;Female;No;Yes;No;12;Yes;No;DSL;Yes;No;No;Yes;No;No;Month-to-month;No;Bank transfer (automatic);54,2;690,5;No;0;31;4474;
Loleta;Female;No;No;No;13;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;19,3;279,3;No;0;23;5917;
Mad River;Male;No;No;No;22;Yes;Yes;DSL;Yes;Yes;Yes;No;No;No;Month-to-month;No;Mailed check;65,05;1427,55;No;0;30;4709;
Orick;Female;No;Yes;Yes;72;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);24,05;1709,15;No;0;36;4755;
Orleans;Female;No;No;No;2;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Bank transfer (automatic);18,75;53,15;No;0;23;5355;
Petrolia;Female;No;Yes;Yes;40;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);20,15;777,35;No;0;29;3556;
Phillipsville;Male;No;Yes;Yes;44;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);20;860,85;No;0;72;3743;
Redway;Male;Yes;Yes;No;71;Yes;No;DSL;Yes;Yes;No;Yes;Yes;No;One year;Yes;Bank transfer (automatic);71;5012,1;No;0;55;5247;
Salyer;Male;Yes;No;No;26;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;93,6;2404,1;No;0;54;4030;
Scotia;Female;No;No;No;1;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;24,4;24,4;No;0;61;5092;
Somes Bar;Male;No;No;No;3;Yes;Yes;DSL;No;No;No;Yes;Yes;No;Month-to-month;Yes;Mailed check;65,25;209,9;No;0;43;2562;
Redcrest;Male;No;No;No;13;Yes;No;DSL;No;No;No;Yes;No;No;Month-to-month;Yes;Mailed check;50,55;610,75;No;0;29;5530;
Weott;Female;No;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;70,7;70,7;No;0;28;4056;
Willow Creek;Male;No;Yes;Yes;4;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;45,25;155,35;No;0;57;2776;
Leggett;Male;No;No;No;2;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;70,3;144;No;0;37;2980;
Piercy;Male;No;Yes;No;72;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);108,95;7875;No;0;21;5758;
Whitethorn;Female;No;Yes;Yes;37;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;26,45;911,6;No;0;72;5359;
Amador City;Female;No;No;No;23;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Credit card (automatic);19,65;478,1;No;0;58;5916;
Auburn;Female;No;Yes;Yes;42;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Electronic check;19,05;761,85;No;0;80;5091;
West Sacramento;Female;No;No;No;32;Yes;Yes;DSL;Yes;No;No;No;Yes;Yes;One year;No;Mailed check;74,75;2282,95;No;0;66;2830;
Brooks;Female;No;Yes;Yes;22;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);75,8;1615,1;No;0;37;4479;
Capay;Male;No;Yes;No;42;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);25,1;1097,15;No;0;57;4959;
Carmichael;Female;No;No;No;8;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;44,45;369,3;No;0;65;4909;
Citrus Heights;Female;No;Yes;Yes;65;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;Two year;Yes;Credit card (automatic);104,3;6725,3;No;0;76;4997;
Cool;Female;No;Yes;Yes;70;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);89;6293,2;No;0;46;5650;
Courtland;Male;No;No;Yes;22;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);20,15;432,5;No;0;78;2722;
Diamond Springs;Female;No;Yes;Yes;67;No;No phone service;DSL;Yes;Yes;No;No;No;No;Two year;No;Bank transfer (automatic);36,15;2434,45;No;0;39;6314;
Dixon;Female;No;No;No;25;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Credit card (automatic);19,2;532,1;No;0;23;2159;
Citrus Heights;Female;No;Yes;No;20;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Bank transfer (automatic);19,25;375,25;No;0;68;4137;
El Dorado;Female;No;No;Yes;2;Yes;No;DSL;Yes;No;No;No;No;Yes;Month-to-month;Yes;Credit card (automatic);61,2;125,95;No;0;31;5056;
Elk Grove;Male;No;No;No;51;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;20,45;1042,65;No;0;65;6097;
Elmira;Female;No;Yes;Yes;46;No;No phone service;DSL;Yes;Yes;No;No;No;No;Month-to-month;No;Bank transfer (automatic);35,05;1620,25;No;0;33;4829;
Esparto;Male;No;No;Yes;13;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;44;659,35;No;0;24;5611;
Fiddletown;Male;No;Yes;Yes;26;Yes;No;DSL;No;No;Yes;No;No;No;One year;No;Mailed check;50,35;1285,8;No;0;48;3386;
Foresthill;Male;No;No;Yes;19;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Electronic check;20;377,55;No;0;31;5188;
Georgetown;Female;No;Yes;No;72;Yes;Yes;DSL;Yes;Yes;No;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);86,4;6058,95;No;0;27;6114;
Greenwood;Male;Yes;No;No;18;Yes;Yes;DSL;Yes;Yes;No;No;No;No;Month-to-month;Yes;Credit card (automatic);58,4;964,9;No;0;54;2812;
Herald;Male;No;No;No;24;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;94,1;2322,85;No;0;69;3192;
Ione;Female;No;Yes;No;46;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);108,9;4854,3;No;0;45;5119;
Isleton;Female;Yes;No;No;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;No;Yes;Two year;Yes;Bank transfer (automatic);107,4;7748,75;No;0;56;5294;
Knights Landing;Female;Yes;Yes;No;70;Yes;Yes;Fiber optic;Yes;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;90,85;6470,1;No;0;64;5129;
Kirkwood;Female;No;No;No;2;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check;19,9;57,4;No;0;40;2822;
Lincoln;Male;No;Yes;No;31;Yes;No;DSL;No;No;Yes;Yes;No;Yes;Month-to-month;Yes;Credit card (automatic);66,4;2019,8;No;0;79;3282;
Lotus;Female;No;Yes;Yes;16;Yes;No;Fiber optic;Yes;No;Yes;No;Yes;Yes;Month-to-month;No;Bank transfer (automatic);100,7;1522,7;No;0;72;3337;
Madison;Male;No;No;Yes;52;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);25,6;1334,5;No;0;76;5662;
Mather;Male;No;Yes;Yes;13;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;19,85;252;No;0;31;2928;
Newcastle;Female;No;No;No;35;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;20,75;700,45;No;0;67;4261;
Nicolaus;Female;No;No;No;59;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Two year;No;Electronic check;95,8;5655,45;No;0;45;5470;
North Highlands;Male;No;Yes;No;72;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;94,65;6747,35;No;0;20;5943;
Orangevale;Female;No;Yes;No;49;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;No;Yes;Two year;No;Credit card (automatic);106,65;5174,35;No;0;57;5948;
Penryn;Female;No;No;No;2;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;45,85;105,6;No;0;65;2245;
Pilot Hill;Male;Yes;No;No;21;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;104,35;2271,85;No;0;22;4934;
